Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
110,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_206636,u_1oKWWvykonxY65ADfIjsEU1y3wc,lil momma jenn,1,1622717364,0,0,0,4,100,I think I overcooked mine a little so I&#39;ll watch it closer next time.
111,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_233426,u_1oKXMoP8wDH2tyBNXNRSwOzXIxk,treats72,1,1622717490,0,0,0,5,100,love it love it love it!!!! and so did everyone else. what else can I say..
112,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_234008,u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,1,1622717513,0,0,0,5,100,LOVE LOVE LOVE!  I cut the sugar back to 1 cup and the confectioners sugar to 3 cups - turned out delicious.  Next time I&#39;d cut the sugar in the frosting in half - that would be sweet enough.  This one&#39;s a keeper.
113,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_378500,u_1oKVh5D1KoqTVfWyUUiSfdXoba8,lberry222,1,1622718164,0,0,0,4,100,Yummy!
114,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_231380,u_1oKZQ7Ra7t9CjJDnJVE07rFVbwS,megustacomer,1,1622717503,0,0,0,5,100,"Just made this recipe and it&#39;s simply D E L I S H! Super rich, moist and sweet! Dh/son L O V E I T!"
115,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_288804,u_1oKYoF8MpYFMTEFTyVKMHoxVatg,ritawatson33,1,1622717742,0,0,0,5,100,These are AWESOME!!!  I don&#39;t like bananas but they were mashed so that was great.  I also added a 1/2 C. Crushed Walnuts to the batter which was wonderful.  I will make these again!!!
116,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_121650,u_1oKVlHcEpZO8XIi8Y5Wo7EFLRg6,Southernmama,1,1622716952,0,0,0,5,100,"Can&#39;t count the times I&#39;ve made this. I like to make it for hubs to share with co-workers and have also lost count of the times I shared the recipe.  Simple cake, on-hand ingredients, very easy and super delicious. Can&#39;t ask for more."
117,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_299661,u_1oKVntWTuru6QV7HhsMWtZRu8FG,vjgunkel59,1,1622717813,0,0,0,5,100,this always go fast in my house!  easy to put together with ingredients typically one hand... win win recipe!
118,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_323499,u_1oKavxDS9ht8YvF32L6LUNV5HhU,BridgittHeinold,1,1622717907,0,0,0,5,100,This recipe is a family favorite.. Great way to use banana instead of making banana bread. Sometimes I just sprinkle it with powdered sugar... It&#39;s STILL yummy!
119,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_255185,u_1oKVkd4EkgBgCocz8EU0iIidtiF,Gessica,1,1622717597,0,0,0,5,100,My husband&#39;s all time favorite!!  He requests them often!
120,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_175907,u_1oKVZgu56joKNnwPI7CpL8KvmUs,Alliea,1,1622717222,0,0,0,5,100,I have made this recipe for years. It is Delicious.Re: one of the reviews This recipe is correct as written. There is another recipe for Frosted Banana Bars on the TOH site.that has 1 1/2 cups sugar and sour cream.https://www.tasteofhome.com/recipes/Frosted-Banana-Bars-2
121,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_279684,u_1oKVZagX4nkLravRce6v3sDjTYT,Worshipguy,1,1622717734,0,0,0,5,100,"Tasted great! I used a 9x13 pan due to the small size of my oven so the sweet icing was a little overpowering, but still good."
122,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_316803,u_1oKVukzEbybhp8F8ziRC2RCaXb4,shortytalk,1,1622717907,0,0,0,5,100,this is so easy to make..and taste great..i like it with out the frosting on it to..
123,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_321334,u_1oKVoHObmmREGyL25aDbBz27dVX,Raygina,1,1622717940,0,0,0,5,100,This makes a bigger batch than I thought. Not too sweet and great banana flavor.
124,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_173464,u_1oKW2weL7ozawL64bHs0b18QAYZ,hiweb,1,1622717211,0,0,0,5,100,"I have been using this recipe since it came out in the magazine many, many years ago.  I&#39;ve taken it to church for the &#34;after church social hour&#34;, and it quickly disappears.  My husband loves it."
125,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_119100,u_1oKVaT0Tvf7uh0pYmWNtjsuHE1R,southernbellenct,1,1622716936,0,0,0,5,100,Best Banana Bars Period. I dare you to eat just one!
126,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_200530,u_1oKVukzEbybhp8F8ziRC2RCaXb4,shortytalk,1,1622717324,0,0,0,5,100,i make this alot...taste great..every one loves it..so easy to make
127,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_188823,u_1oKWAQNvUPco11k6oUYeD3AWYc3,jbw0808,1,1622717248,0,0,0,5,100,"I made these banana bars a few months ago, and they were fantastic. I actually made banana bars a long time ago, but I lost the recipe, and so I was happy to find this one, because they tasted like the ones I used to make. I&#39;m glad my brother was in town to help eat them up!"
128,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_159153,u_1oKWK5C0ATGjqTaVe6E7Gv8xwhx,momme4x,1,1622717104,0,1,0,0,193,"I almost made this recipe -- but when I saw &#34;2 cups of sugar&#34; stopped, because that didn&#39;t seem right.  Sure enough, I went digging for my old paper copy from the magazine - and it was totally different! 1-1/2 cups sugar, plus 1 cup sour cream! I&#39;m sticking with the tried &amp; true."
129,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_288815,u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,1,1622717774,0,0,0,5,100,These are amazing!
130,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_360642,u_1oKVk98ryYzO2b5OHZUzZ5sQT64,drufen,1,1622718093,0,0,0,5,100,"Waaaay too tasty! It was hard for us to eat just one bar.   This recipe is a keeper!  I was going to try several banana bar recipes but this one turned out so well, there is no reason to try any more.  Thanks for sharing!"
131,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_173087,u_1oKWCsdsmtRKfk4Q4eU9wTvqUpZ,cdaredhead,1,1622717202,0,0,0,5,100,"I have been making this recipe forever.  It is my favorite for ripe banana&#39;s.  Not as dry as banana bread, my family loves it."
132,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_202197,u_1oKVbFEWQ6syznJxSwy5vLMFz63,Kerry Amundson,1,1622717328,0,0,0,5,100,"I needed to use up some bananas that were in my freezer plus go to a potluck so thought this would be a great recipe to make. HOWEVER I made mini cupcakes instead of the bars. They turned out great! It yielded 60 minis and I baked them at 350 for 12 min. I only made half the frosting and added that to some store bought cream cheese frosting that I already had in the frig. and also only used 1 cup powdered sugar. Then I topped the cupcakes with toasted, chopped walnuts. Needless to say there were no leftovers for me to bring home! Oh well, guess I&#39;ll just have to make more!!"
133,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_355769,u_1oKarjnWLkGFalpZ3uN03df6yIC,lindakbw,1,1622718079,0,0,0,5,100,Very good.  I chunked some of the bananas instead of smashing them all.  I added a bit of almond extract to the frosting and sprinkled the frosting with honey roasted almonds.
134,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_311257,u_1oKX13wSe6TmL7tvSmCV7g0HE9N,chreeves,1,1622717879,0,0,0,5,100,This is by far the best banana recipe I have ever made. I make this for breakfast and dessert treats. Everyone loves it!
135,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_287905,u_1oKXBGBg4DXwNkGY5Dj4O8ltU0n,amishguy,1,1622717750,0,0,0,5,100,"There is something to be said for comfort food type desserts and THIS is one of them.  Absolutely delicious and easy to prepare.  I made them for a baby shower and the gals loved them.  I really like that they are thinner and can be eaten with fingers instead of a fork.   The cream cheese frosting is perfect...not too sweet.  When my bananas get too ripe to eat, I put them in the freezer and then pull them out to make these bars."
136,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_200952,u_1oKX13wSe6TmL7tvSmCV7g0HE9N,chreeves,1,1622717333,0,0,0,5,100,"I make this frequently, both for dessert and for breakfast treats. It always goes fast!"
137,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_291419,u_1oKYiiYqnlZgAHNJy4tVeNjKTbP,brentwood870,1,1622717756,0,0,0,5,100,"These are the best banana bars. I get asked to bake them often. You can change up the recipe if you like, but it is not necessary at all."
138,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_138908,u_1oKVaZxnBcU4S23DnH9FwPblr6c,glitterchatter,1,1622717018,0,0,0,5,100,"EXCELLENT!  Super easy, one of my most requested desserts.  Don&#39;t measure bananas...just use 3 spotty ones; it works every time.  I, too, use a 9 x 13 pan.  You won&#39;t be disappointed with this one."
139,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_247229,u_1oKVtzE2OpyD3zZlkTUAEYt1bqa,lazyjcafe,10,1622717549,0,0,0,5,100,My daughter and I just made these.  Delicious!  I don&#39;t have a 10 X 15 pan so I used a 9 X 13 and baked a little longer.  I halved the frosting recipe and I used low fat cream cheese with wonderful results.  I also added about 1/3 cup finely chopped walnuts.  We are throwing out our old banana bread recipe and replacing it with this!
140,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_140754,u_1oKWhewqrmVuVLuuPssfaGhnFP6,cvb72,1,1622717036,0,0,0,5,100,"Fabulous!  My dad loved these bars.  He said they tasted just like my grandmother&#39;s.  NOw my children love them, too!"
141,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_353074,u_1oKXEbprV6Kl5fYj1TSm1Xm5qQD,goodybrooks,1,1622718109,0,0,0,4,100,very good I used four medium sized banannas.  Gave it a wonderful taste
142,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_200225,u_1oKXImVCvyHdHBmT7lL5HBExCPE,JudyTrudy,1,1622717324,0,0,0,5,100,"I make these in a 9 x 13 pan and people can&#39;t get enough of them. They take a little longer to bake, but I just adjusted to that.  I&#39;ve made these in the 10 x 15 pan and they didn&#39;t go over as well.  Today I just finished making them int he smaller pan and added chocolate chips to them....They were extra special.  If you&#39;re worried about the calories, don&#39;t bake them."
143,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_255807,u_1oKVaflxtGF4088jJMhGlpmT2AQ,kunzeda,1,1622717635,0,0,0,0,100,My Mom has made these bars in the 50es but did not use the cream cheese we frosted them with a home cooked marshmellow topping then a thin frosting.
144,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_139356,u_1oKVZlMudnv9nvcRGj6fHB8YogN,wintermom9597,1,1622717029,0,0,0,5,100,Excellent! Love the cream cheese frosting!
145,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_303288,u_1oKai6iIoVNaOeyTuoXXFTjrhYD,Nancy Gagle,1,1622717849,0,0,0,5,100,This has become a favorite family &#34;go to.&#34;  Very delicious!!NancyIndiana
146,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_305820,u_1oKVm1p13M9Qn2a0LkE2EQPCSQW,radcook,1,1622717868,0,0,0,0,100,This is a great go to recipe for over ripe bananas. Been making it since 94.
147,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_126759,u_1oKVbt7b46ZJo30ymotT5a9MTDY,kaitlyn'smommy,1,1613048326,0,0,0,0,100,<p>Delicious! Extremely easy to make and the cream cheese frosting is divine.</p>
148,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_345180,u_1oKWqBwX11ToUtzOTbdif2s7mOl,13-Oct,1,1622718060,0,0,0,0,100,"This was wonderful! Very easy to make and the frosting was great! Everyone loved them, thank you.CA"
149,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_152329,u_1oKVaBlszPnwE1DWMZixR4wk2lH,sbuffman,1,1622717107,0,0,0,5,100,Great! Quick to make and easy. We loved them and will make them without hesitation next time I have to bring a dessert to pass!
150,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_106240,u_1oKVZlbJsKnks4yML21aFN0AsFC,saw-whet,1,1622716880,0,0,0,0,100, 
151,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_188725,u_1oKXVMVENmr49NNt0GLaNpzeRSG,Lori G.,1,1622717289,0,0,0,0,100,"I made these bars, instead of my usual banana bread, and they were a huge hit.  I brought them into work and had to give out the recipe.  To save time, use store-bought cream cheese frosting."
152,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_189969,u_1oKVrtgvg6yZAtXjtjtP1uywuLo,speedyqltr,1,1622717294,0,1,0,5,193,"I made these for the first time for a funeral this past weekend.  I&#39;ve had this recipe in my recipe box for years, but have never made it.They were amazing!  I had more people than I can remember ask me for the recipe!  These were gone before everything else!Thank you for a great recipe!  I will try all the other recipes from your magazine that I have had for years now too!"
153,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_188720,u_1oKXGO9W6WuTW0jDEWLJCFlCaf2,MADISONOLIVIA,1,1622717254,0,0,0,0,100,"I made these bars also, and they are sooo delicious!"
154,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_181369,u_1oKXJSxSFHyB9dtj8UGg19fYHvg,kristawoods,1,1622717235,0,0,0,0,100,"I left the frosting off to shave off calories, and they still tasted pretty good - moist and fluffy."
155,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_229215,u_1oKZAWSwNTKHIKf4nj4bjDJpu2z,bekajoe,1,1622717479,0,0,0,5,100,"I&#39;ve made these moist, sweet bars a couple of times and my coworkers and husband are always excited to taste them. Excellent!"
156,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_323453,u_1oKaqvFRFRiJCM3I49lkPGuxqM5,Edelweissss,1,1622717906,0,0,0,5,100,This recipe holds up well even with nuts added.Chopped walnuts added a little extra texture and worked out fabulously!
157,38,1063,Frosted Banana Bars,sp_aUSaElGf_1063_c_292262,u_1oKVZzipo1u8lcqQzDUcw4UBn9e,2124arizona,1,1613111534,0,0,0,5,100,<p>These bars are so moist and flavorful. I&#39;ll be fixing these again!!</p>
0,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_29MO2kichS0XlG5kL2OQFRQSXdx,u_B4YooeteqgUe,Teresa518,1,1652919282,0,6,0,5,805,I&#39;ve made this recipe several times.  Added a little more garlic because we love it.  It is always cleaned up.  Not a leftover to be found.  Thank you for sharing.
1,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_27HhUBv4dISk7ba0P29mfJAlqgU,u_IS0lqs1I5l22,Kitchenkats,1,1648982981,0,5,7,3,625,"I followed recipe and this wasn&#39;t a hit with my partner. The sauce just wasn&#39;t there, or so thin it just fell through the noodles to the bottom of plate. The flavor was also just so so for me. Thinking maybe adding some cream and maybe a touch of dill, right before the the breadcrumbs and Cheese might have helped the flavor and thicken the sauce a bit."
2,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_26qUsA6cFjgR5M7HXKi4bqABGsf,u_ifHAnSx5WEFw,Rellierae,10,1648150813,0,1,0,5,516,My husband loves this. Me too.
3,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_21TJjtKwkjatzXPfIGWwaSBmVdT,u_SzezROsIG9yk,ricke0002,1,1637959281,0,5,1,5,723,My family loved this. Easy to make. Will make again.
4,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1y3sy87gGDQ5uEAK56R4xpC81gI,u_tJ0Lqm4PaCir,Ferryal,1,1631491858,0,10,6,5,703,"This should get 20 stars!  Absolutely delicious &amp; easy to make.  I followed the recipe exactly with only one change.  Since didn&#39;t have a big enough oven proof skillet, transferred it to a baking pan to finish the step for the oven.  Thank Thank you for this awesome recipe.  This is a classy restaurant quality dish &amp; keeper in my rotation.   This will also make a great appetizer served with a side of crusty bread."
5,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1xu74kIlSDR2o5xqwqW90BpzToW,u_7oJ0YWDuESeV,grandmascooking22,1,1631192930,0,10,1,4,807,After reading the reviews I decided to double the sauce.  It was very good.  Wouldn&#39;t change a thing.  I did put over fettucine just because my family is not fond of the consistency of angel hair pasta.  Will make again.
6,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1v2TzGxvMG6ktnEi14Us5eMOu2i,u_vZmlq4wD5vF9,JCV4,1,1625759444,0,4,0,5,771,Really easy to make and tastes great! I added some of the zest from the lemon for even more flavor.
7,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1txSlZfrtXl1tgEM9UzdFt3mmld,u_jVzCh2jXok3m,jesboc,1,1623709399,0,4,1,0,499,Wife and I loved this
8,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1tMqh0PuNF8fF5PuYji9vcPRjYM,u_0rtkDai4Fjrb,2124arizona,1,1622589421,0,0,0,5,428,Easy to fix. Taste great! Will fix again!
9,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_1sMpnRhhzyUPqnO1wuefdpWXdNQ,u_o4L8Z8guUcmi,needlecat,1,1620692479,0,4,0,5,766,"Very good shrimp!  Next time I will probably season the pasta as well with some butter and Parmesan before plating, as there wasn’t quite enough “sauce” to really flavor the pasta for us."
10,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_433010,u_1oKc9bfTumWFD8KXaT6nFcH4xEv,Guest5021,0,1622648874,1,7,12,1,185,"I had great hopes for this recipe after reading the reviews, but we were very disappointed.  I made it for dinner last night and the only adjustments I made were to add white wine to produce more sauce but it was still far too dry and to top the pasta with the shrimp mixture before broiling  We also thought it was very bland; with the amount of garlic and lemon juice we thought it would taste better.  I&#39;ve been thinking about how to improve it: add lemon zest?  saute the shrimp in the butter/oil instead of simmering in the liquid?  I&#39;ve decided to use other shrimp scampi recipes instead.  The crispy broiled topping was wonderful so will try that with another recipe."
11,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_433052,u_1tNtHvYjWkKBHZVAGcQTlWekqMi,Susan,1,1622648874,0,4,0,5,329,I really liked this recipe. Husband and I have made  this twice and both times cleaned our plates. The lemon flavor is subtle and the shrimp cooked perfectly! A keeper for sure!
12,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_433002,u_1tOHxUPToKJdsZoMgqW5RytYCA6,Denise,1,1622648895,0,2,0,5,253,"Very delicious and super easy to convert to Keto friendly! I just didn&#39;t add bread crumbs and it was still delicious! I also substituted regular noodles with healthy 0 net carb noodles..and added a little cooking wine. Classic dish, thank you!!"
13,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_429654,u_1oKVs0hze41xpDnpa25yOfyifOa,dmkinsey,10,1622648884,0,0,0,5,100,"I really like this recipe.  Before dinner, my husband said he wasn&#39;t very hungry, but then he proceeded to clean his plate.  Such good flavor! I will definitely keep this quick and delicious recipe in my toolbox."
14,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_429653,u_1oKW8ljjqEQsrDJp2Jr4uNEpbFP,gigiatl,1,1622648884,0,0,0,5,100,"Great recipe!  I modified slightly... based on other reviews, I added a cup of white wine as the sauce does need a bit more. Also added in thinly sliced red onions.    Lastly, did not bother to broil...was fantastic!"
15,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_429652,u_1oKbotmvhlBrzujptZgj3FVoCb9,Guest867,0,1622648884,0,5,1,5,296,I made this to try to make us feel better about having a lonely COVID ( no children or grandchildren) Christmas dinner. It was delicious and so easy. Hubby hates lemon so I just made the garlic butter sauce and used thin spaghetti since we didn’t have angel hair pasta. I will be making this many times!
16,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_429651,u_1oKeJdHZlibfW4qpmVpniBcHaKq,CaroleeCook,1,1622648884,0,0,0,5,100,This is a fantastic recipe. The flavors were so wonderful. The only change we made was adding mushrooms but I can promise  I will make this recipe for many years to come!! My husband gave my cooking a 5 star restaurant rating for this recipe!! Enjoy! We also used angle hair pasta.
17,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_396388,u_1oKcwKXksTNwZ9SBUCn90etd4ai,Alice,1,1622718313,0,1,0,5,193,"I made this on a whim after looking for a recipe to used leftover grilled shrimp. It was *amazing*. Hours later, I am still thinking about it. Reading some of the other comments, I thought the amount of lemon was perfect. Tangy, zingy, mouth watering. I&#39;ll be making it again. Thank you!!"
18,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_423670,u_1oKVbXTJIthO0iwAV4zZx2zYqGK,tammycookblogsbooks,10,1622718461,0,0,0,5,100,"Very good dish. Followed recipe except mixed pasta in before sprinkling with cheese, bread crumbs and parsley."
19,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_410009,u_1oKVay3xPNHch85W66NeDgacLrz,Rellierae,1,1622718409,0,0,0,4,100,Really good! The lemon was a little overwhelming or it would have gotten 5. Next time I&#39;&#39;ll use a lighter hand with it.
20,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_396076,u_1oKVyS7GaGSCgbaAJtr1jBji3K3,krysfielder,1,1622718304,0,0,0,5,100,I made this for a family gathering. I was pleasantly surprised how easy and delicious it was!
21,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_425858,u_1oKdw5eZcLuPXAkrmK9ZeUaxyF1,MatthewPutegnat,20,1622718453,0,0,0,5,100,"Went camping, needed a good scampi recipe for 2lbs. I looked over many. This is the one. Only added 1/4+ white wine WITH lemon juice, and cooked it in a frying pan instead of the broiler. Was absolutely fantastic! Plenty of great flavors. Very easy to make. The zinger here really is the bread crumbs and Parmesan cheese. Adds additional flavor and soaks up all the good stuff. I will be putting this one in my dinner rotation."
22,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_409206,u_1oKbCfyQrhtwH7jQNfjv5dm6f9B,MamaMeese,1,1622718351,0,0,0,5,100,"Perfection.  Quick, easy, and flavorful.  A win in this house!"
23,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_409848,u_1oKVZm5d8Npa5RlveMvKKkQPaMO,homemadewithlove,20,1622718359,0,1,0,4,193,"Quick easy meal, can be served over rice or pasta. Add a salad and dinner is ready. My teen daughter prepared when I came home from hospital."
24,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_419924,u_1oKVdftfgUoJw4xMHCnsokmaRoW,Catbird513,1,1622718422,0,0,0,5,100,"This recipe was easy and full of flavor. The only thing I did different, was add a little white wine. Delicious!"
25,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_380068,u_1oKczXnLVl92lr5dzxWRhQyjpK1,Debra1960,1,1622718201,0,0,0,4,100,Added a couple crab cakes to the breadcrumb and cheese topping. Lemon was perfect with that addition and will definitely make again.
26,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_416262,u_1oKdandK0HO6f8CDN4lo4lP14jR,MichaelM.,1,1622718395,0,1,3,2,120,"This has WAY too much lemon.  I haven&#39;t tried it with reduced or zero lemon juice but I think it would probably be pretty bland.  It needs more garlic and something to give it a little zing.  Granted, though, it was a very easy experiment."
27,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_379785,u_1oKbG77nG8wBIQqsj29Ai4eaIxN,EsmereldaBites,1,1622718236,0,2,0,5,253,Absolutely delicious! Doubled ingredients for 2 lbs on shrimp!
28,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_379185,u_1oKbWrpiMet8Z2fIpPCf67aInwB,DianeFetzer,1,1622718231,0,2,1,5,193,A big hit - delicious!
29,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_382969,u_1oKbE6urFaAW2zVDiUhDcgn6uVO,Guest5024,1,1622718205,0,0,0,5,100,Delicious!
30,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_422820,u_1oKctTV1ur4U4BuhkthZ5SdgvWJ,Guest8486,1,1622718426,0,0,0,4,100,"Uh oh.....I added 1/2 cup of  breadcrumbs instead of the 1/4 cup called for in recipe.  The sauce turned out super think, not really sauce exactly.  It tasted good.   Is there anyway to salvage the sauce?"
31,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_426166,u_1oKbUUGJU1AolZGNOkF9pEUDili,bobcatohio,1,1622718454,0,4,0,0,329,What kind of white wine is best for this recipe?
32,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_384335,u_1oKdSt9C9gXt6QdiTaCS2a2O9C2,KimDochwat,1,1622718218,0,0,1,5,100,"Easy and quick using precooked frozen shrimp!  I used Italian seasoning instead of  oregano. Placing under the broiler gave it a nice texture. I also used 1 lb. of asparagus, steamed and cut into pieces. Yummy!!"
